Gene,SNAP-a
LEMD1-AS1,-2.07502E-05
MIP,-2.07518E-05
AP003774.1,-2.07524E-05
CEP78,-2.07567E-05
AL606970.3,-2.07571E-05
FAM87A,-2.07572E-05
AC004241.3,-2.07597E-05
RN7SKP235,-2.076E-05
TRABD2B,-2.0765E-05
AC003973.1,-2.07667E-05
TULP1,-2.07677E-05
AC008873.1,-2.07762E-05
LINC01984,-2.07828E-05
SLC27A4,-2.07846E-05
PCDHGA4,-2.07853E-05
AC011625.1,-2.07872E-05
AC006116.9,-2.08071E-05
AC092295.1,-2.08093E-05
MC4R,-2.08114E-05
AC138207.7,-2.08142E-05
AC097065.2,-2.08144E-05
C4orf17,-2.08203E-05
C1orf194,-2.08217E-05
GTSE1,-2.08266E-05
CYLC1,-2.08279E-05
KCND3-AS1,-2.08281E-05
ORAI3,-2.08366E-05
AL021392.1,-2.08373E-05
RN7SL269P,-2.08382E-05
AC012555.1,-2.08387E-05
AC008985.1,-2.08415E-05
AL359815.1,-2.08538E-05
TMEM56,-2.08558E-05
AC067968.1,-2.08627E-05
AC108024.1,-2.0872E-05
AC008894.2,-2.08721E-05
AL139023.1,-2.08729E-05
AC013472.3,-2.08823E-05
RNA5SP437,-2.08851E-05
PRELID3B,-2.08853E-05
AC004221.1,-2.08871E-05
LSG1,-2.08945E-05
AP001107.2,-2.08963E-05
AL512641.1,-2.08971E-05
EIF3CL,-2.08978E-05
AC083973.1,-2.08993E-05
HAO1,-2.0902E-05
AL161938.1,-2.09116E-05
LINC01001,-2.09126E-05
LINC00550,-2.0915E-05
USP38,-2.09176E-05
LINC01568,-2.09305E-05
HS6ST2-AS1,-2.09316E-05
AC078905.1,-2.0934E-05
THAP9-AS1,-2.09363E-05
AC005962.2,-2.094E-05
FLJ40194,-2.09403E-05
MRPS22,-2.09409E-05
AC009720.1,-2.09421E-05
AC074143.1,-2.09466E-05
RGPD8,-2.0949E-05
AP000894.3,-2.09575E-05
TTC39A-AS1,-2.09653E-05
PRAP1,-2.09685E-05
AC112211.1,-2.09692E-05
AC009065.3,-2.09701E-05
AC012414.5:AC068446.2,-2.09724E-05
AL136529.1,-2.09733E-05
LOXL4,-2.09773E-05
MYOC,-2.09809E-05
AC131280.1,-2.09891E-05
AC016573.1,-2.09948E-05
LRRC25,-2.09956E-05
AC012313.8,-2.10033E-05
HIST1H3D,-2.10072E-05
ZNF776,-2.10074E-05
MORN5,-2.10109E-05
AC131956.2,-2.10233E-05
AC008568.1,-2.10336E-05
AL022326.2,-2.10357E-05
SNURF,-2.10363E-05
AL020993.1,-2.10374E-05
PRR19,-2.10431E-05
ZP2,-2.10485E-05
AC098850.2,-2.10492E-05
ASPA,-2.10535E-05
AC104417.2,-2.10687E-05
LINC00382,-2.10807E-05
PTAFR,-2.10874E-05
AL359317.1,-2.10914E-05
AC105460.2,-2.10917E-05
AC243654.1,-2.10959E-05
AL109807.1,-2.11011E-05
PRDM12,-2.11039E-05
CARD8-AS1,-2.11064E-05
PNPT1,-2.11183E-05
SULT2A1,-2.11198E-05
AC123912.2,-2.11232E-05
PLA2G4C-AS1,-2.11265E-05
CR1,-2.11298E-05
AC026320.1,-2.1138E-05
AC090415.2,-2.11416E-05
AC091230.1,-2.11513E-05
AP000695.1,-2.11527E-05
C17orf102,-2.11552E-05
AC092919.1,-2.11627E-05
AC004869.1,-2.11643E-05
AL031587.1,-2.11668E-05
MDH1,-2.11674E-05
AC010761.3,-2.11676E-05
AC079154.1,-2.1168E-05
GPAT4,-2.11698E-05
NOTO,-2.11737E-05
AP003400.1,-2.11751E-05
MTUS1,-2.11763E-05
LINC00210,-2.11783E-05
HIST1H2BG,-2.11794E-05
AC026116.1,-2.11837E-05
RNU2-26P:RNU2-57P,-2.11846E-05
AC245033.1,-2.11882E-05
INHBC,-2.11949E-05
RNU6-1324P,-2.11984E-05
AP000793.1,-2.11984E-05
LINC00266-3,-2.12013E-05
LINC01967,-2.12195E-05
AL358612.1,-2.12222E-05
AL391421.1,-2.12272E-05
AL160412.1,-2.12312E-05
INPP5B,-2.12341E-05
TTK,-2.12453E-05
FAM71D:SF3B4,-2.1246E-05
AL583722.2,-2.12486E-05
CASC16,-2.12608E-05
AC118755.2,-2.12636E-05
AC107886.1,-2.12648E-05
MPP4,-2.1268E-05
AC007614.4,-2.12706E-05
AMPD1,-2.12747E-05
AC009962.1,-2.12774E-05
FAM183A,-2.12812E-05
FLT4,-2.12861E-05
LINC02015,-2.12862E-05
AC138696.2,-2.12912E-05
AL117258.1,-2.12987E-05
AL807740.1,-2.13028E-05
AC007012.2,-2.13038E-05
LINC01192,-2.13039E-05
AC015712.4,-2.13058E-05
CSTA,-2.13087E-05
TMEM185A,-2.13092E-05
AC066612.1,-2.13105E-05
PWRN4,-2.13152E-05
ARSD-AS1,-2.13162E-05
CCDC13,-2.13172E-05
KCTD4,-2.13173E-05
MUC7,-2.13176E-05
TCP10:TCP10L2,-2.13186E-05
LINC02185,-2.13217E-05
AC016405.2,-2.13227E-05
SEMA3G,-2.13362E-05
BLNK,-2.13381E-05
PABPN1L,-2.13407E-05
AC002310.4,-2.13459E-05
LINC01140,-2.13524E-05
CLIP1-AS1,-2.1358E-05
AP001318.3,-2.13598E-05
RN7SL560P,-2.13635E-05
AC004014.1,-2.13639E-05
KCNMA1-AS3,-2.1369E-05
AL157373.2,-2.13715E-05
AC021242.3,-2.13762E-05
DMRTB1,-2.13764E-05
ZNF341,-2.13822E-05
NKILA,-2.13867E-05
AP005242.3,-2.13902E-05
AC015712.7,-2.13922E-05
AC026369.2,-2.13963E-05
AL442663.3,-2.13982E-05
FPR3,-2.14003E-05
LGALS8,-2.14072E-05
CWH43,-2.14088E-05
AJ009632.1,-2.14176E-05
TEX43,-2.14258E-05
LINC02446,-2.14275E-05
AC048382.4:AC136698.1,-2.14292E-05
GNG13,-2.14329E-05
RNA5SP295,-2.14332E-05
FAR1-IT1,-2.14337E-05
AL357793.1,-2.1434E-05
AC036101.1,-2.14414E-05
AC131254.1,-2.14434E-05
AC008080.4,-2.14503E-05
ADRA2B,-2.14529E-05
ZAR1,-2.14629E-05
EPHA5-AS1,-2.14792E-05
CD79A,-2.14848E-05
SOWAHB,-2.14861E-05
ZNF735,-2.14895E-05
AL160276.1,-2.14901E-05
AC093752.3,-2.14908E-05
AC022784.6,-2.14928E-05
IQCE,-2.15007E-05
AC074032.1,-2.15026E-05
LINC01055,-2.15034E-05
AF001550.1,-2.15067E-05
AL133243.4,-2.15073E-05
AC008551.1,-2.15177E-05
LINC00840,-2.15257E-05
SP8,-2.15266E-05
PLCH1-AS2,-2.15306E-05
AC004943.2,-2.15336E-05
PLAC1,-2.1535E-05
DAB1-AS1,-2.15527E-05
PPP1R2:PPP1R2P3,-2.15593E-05
AC040168.1,-2.15625E-05
ZAP70,-2.15625E-05
AL133329.1,-2.15644E-05
ZDHHC15,-2.1565E-05
PRSS37,-2.15704E-05
LINC01514,-2.1575E-05
NFYA,-2.15787E-05
FAAP24,-2.15807E-05
RNU6-1013P,-2.15823E-05
GYG2-AS1,-2.15823E-05
EBLN2,-2.15826E-05
AL445489.1,-2.15829E-05
LINC01943,-2.15872E-05
CCDC146,-2.15873E-05
CNOT1:LIN28B-AS1,-2.15925E-05
AL356310.1,-2.1593E-05
SOX17,-2.15944E-05
TRAT1,-2.1598E-05
LINC00502,-2.15987E-05
HNF4A-AS1,-2.16E-05
CSRP3,-2.16016E-05
BTN3A1:BTN3A2,-2.16089E-05
AC243964.3,-2.16112E-05
AC005779.1,-2.1613E-05
GALP,-2.16224E-05
AC026765.2,-2.16239E-05
SPATA17-AS1,-2.16355E-05
AC004687.1,-2.16366E-05
AC107983.2:USP6,-2.16465E-05
RPP40,-2.16487E-05
TMEM88B,-2.16562E-05
DUSP18,-2.16597E-05
AL592161.1,-2.16598E-05
SLC35F6,-2.16746E-05
AC010776.3,-2.16775E-05
PATE4,-2.1678E-05
LINC00494,-2.16784E-05
FGF10-AS1,-2.16792E-05
TEX49,-2.16807E-05
AL162258.2,-2.16862E-05
AC011479.3,-2.16882E-05
PFKL,-2.16912E-05
AC008894.3,-2.16918E-05
AL359980.1,-2.1692E-05
ARPIN,-2.16945E-05
LINC01496,-2.1697E-05
Z93930.2,-2.16971E-05
HOXB2,-2.16994E-05
TP73,-2.16999E-05
LINC02294,-2.1702E-05
AL353581.1,-2.17042E-05
ZNF503-AS2,-2.17163E-05
ASF1A,-2.17169E-05
TBX2,-2.17218E-05
AC016994.1,-2.17271E-05
BAIAP2L1:RPS3A,-2.17274E-05
AC027097.1,-2.17395E-05
RMRP,-2.17429E-05
AC104561.1,-2.1744E-05
C2CD4D,-2.17477E-05
PRODH2,-2.1748E-05
AC022367.1,-2.17538E-05
AC141586.2,-2.17539E-05
LINC00102,-2.17569E-05
Z73965.1,-2.17638E-05
LINC00622,-2.17646E-05
RPL3L,-2.17647E-05
AC104581.3,-2.17705E-05
C1QTNF9B,-2.17713E-05
AC027779.1,-2.17737E-05
AC009133.3,-2.17752E-05
OAS3,-2.17752E-05
AC079766.1,-2.1784E-05
C5orf52,-2.17882E-05
AC093627.5,-2.17895E-05
RGPD5:RGPD6,-2.17935E-05
KIR3DL2,-2.17989E-05
AC023818.2,-2.18042E-05
ZPBP2,-2.1808E-05
RN7SL697P,-2.18083E-05
CCDC102A,-2.18097E-05
CEP95,-2.18184E-05
CRAT37,-2.1821E-05
LINC01620,-2.18276E-05
MUC15,-2.18277E-05
ZNF891,-2.18288E-05
CLDN6,-2.18364E-05
MOV10,-2.18383E-05
AC007879.3,-2.18391E-05
AC008736.1,-2.18403E-05
CACNA1C-AS4,-2.18447E-05
AC127029.2,-2.18472E-05
AL590705.3:ZNF322,-2.18517E-05
AL359633.2,-2.18533E-05
AL138781.1,-2.18536E-05
LINC01637,-2.18543E-05
AC003965.1,-2.18557E-05
CTRB1,-2.18605E-05
MRPS36,-2.18621E-05
C1orf167,-2.18631E-05
ABHD2,-2.18635E-05
AC109449.1,-2.18663E-05
FCGR1A:FCGR1B,-2.18664E-05
AC090579.1,-2.18666E-05
AC109439.2,-2.18695E-05
NHLH2,-2.18727E-05
FRZB,-2.18742E-05
DHX37,-2.18754E-05
AP002761.3,-2.1877E-05
AC006548.3,-2.18786E-05
AC055733.4,-2.18808E-05
C22orf34,-2.18847E-05
LYZ,-2.18888E-05
AP001631.1:FP236240.2,-2.18896E-05
PGM5P4-AS1,-2.18951E-05
RNU6-336P,-2.18959E-05
FER1L6-AS2,-2.19002E-05
AL138881.1,-2.19014E-05
AL158801.2,-2.19028E-05
AC002044.1,-2.1903E-05
AC008915.2,-2.19095E-05
AC118754.2,-2.19177E-05
TMEM125,-2.19192E-05
LINC01720,-2.19202E-05
LINC01744,-2.19212E-05
AC105446.1,-2.19225E-05
AL096869.1,-2.19263E-05
KIRREL3,-2.19272E-05
RNA5SP477,-2.19308E-05
ABRA,-2.19356E-05
RNU6-1050P,-2.19374E-05
AC063926.1,-2.19406E-05
HIST2H4B,-2.19437E-05
AP003392.4,-2.19482E-05
AC234772.3,-2.19507E-05
TAB3-AS2,-2.19513E-05
TTTY2:TTTY2B,-2.19518E-05
COMMD5,-2.19597E-05
STK32C,-2.19643E-05
AF127577.6,-2.19663E-05
LINC01962,-2.19673E-05
CAMSAP3,-2.19746E-05
CD8B,-2.19791E-05
HP:HPR,-2.1982E-05
IGF2BP1,-2.19871E-05
CCL23,-2.19873E-05
BTN3A2:BTN3A3,-2.19887E-05
AC087463.1,-2.19889E-05
BTN1A1,-2.19894E-05
MIR744,-2.199E-05
CD79B,-2.19961E-05
AL390786.1,-2.19985E-05
PUS1,-2.20067E-05
TELO2,-2.2007E-05
AC098484.2,-2.20103E-05
LINC01258,-2.20104E-05
AC093668.1:AC105052.3,-2.20147E-05
DBH-AS1,-2.20188E-05
AL133551.1,-2.20207E-05
TIMD4,-2.20221E-05
PLUT,-2.20245E-05
VRTN,-2.20287E-05
PRH2,-2.20363E-05
AC025857.2,-2.2042E-05
LINC00525,-2.20443E-05
AC022113.1,-2.20479E-05
PIMREG,-2.20524E-05
AC116025.1,-2.20556E-05
AC092620.2,-2.20589E-05
AC122129.1,-2.20699E-05
AP000844.1,-2.207E-05
AC013271.1:AC112229.3,-2.20781E-05
AP003900.1,-2.20788E-05
AC021087.4,-2.20798E-05
GGN,-2.20858E-05
AC129510.2,-2.20872E-05
AC006483.2,-2.20892E-05
AC015722.2,-2.20919E-05
AC024243.1,-2.20953E-05
NOP14-AS1,-2.20966E-05
AC010457.1,-2.21003E-05
AL353681.1,-2.21025E-05
FUCA2,-2.211E-05
AC073957.1,-2.21113E-05
CBY3,-2.21115E-05
AC104073.4,-2.212E-05
ABHD11,-2.21218E-05
AL353658.1,-2.21264E-05
KBTBD8,-2.2127E-05
ADIG,-2.2128E-05
SIRPG,-2.21346E-05
AC084125.3,-2.21375E-05
TNFSF11,-2.21412E-05
TCF19,-2.21417E-05
ASB9,-2.21472E-05
AP000439.3,-2.21473E-05
AL356740.1,-2.21561E-05
OSR2,-2.21604E-05
MSH4,-2.21803E-05
AC007325.2,-2.21864E-05
AC073651.1,-2.21871E-05
TTC39C,-2.21877E-05
AL450226.1,-2.21936E-05
TCTE1,-2.21947E-05
AC091940.1,-2.21948E-05
HBG1:HBG2,-2.21975E-05
PTPN23,-2.21981E-05
AC007485.1,-2.22049E-05
AC009163.4,-2.22071E-05
DUS4L,-2.22137E-05
AC004706.1,-2.22161E-05
UBE2Q2L,-2.22224E-05
AC025524.1,-2.22235E-05
AL772155.1,-2.22334E-05
HEXA-AS1,-2.22369E-05
LINC01513,-2.22412E-05
DDT:DDTL,-2.22448E-05
LINC01793,-2.22459E-05
AC131009.3,-2.22466E-05
MYOM3,-2.22515E-05
UCP1,-2.22525E-05
SLC10A2,-2.22534E-05
AP000350.4,-2.22544E-05
TP53RK,-2.22555E-05
AC078889.1,-2.22602E-05
FAM175B,-2.22615E-05
HAP1:IL17D,-2.22634E-05
AC011297.1,-2.22642E-05
CFAP58-AS1,-2.22676E-05
JMJD7,-2.22709E-05
TLR10,-2.22741E-05
AC233309.1,-2.22771E-05
LRRC74A,-2.22848E-05
AC004466.3,-2.22876E-05
AC135050.5,-2.22943E-05
FGF22,-2.22949E-05
SAPCD2,-2.2297E-05
PSMA8,-2.22981E-05
LARGE2,-2.2304E-05
AC004130.1,-2.23082E-05
RNU6-925P,-2.23153E-05
RNF185-AS1,-2.23154E-05
AC120114.3,-2.23245E-05
AC090527.2,-2.23248E-05
GIMAP6,-2.23254E-05
LKAAEAR1,-2.23282E-05
AL049775.3,-2.23284E-05
WASIR1:WASIR2,-2.23324E-05
EPPK1,-2.23378E-05
LINC01426,-2.23441E-05
HSD3B1,-2.23486E-05
FAM122A,-2.23507E-05
LINC01979,-2.23568E-05
AC138035.1:LINC01001,-2.23586E-05
AC114763.2,-2.23607E-05
AC000036.1,-2.23632E-05
TTYH1,-2.23751E-05
AL121787.1,-2.23761E-05
APOBEC3B-AS1,-2.23771E-05
AL139275.2,-2.2378E-05
AC011825.4,-2.23806E-05
DSCR8,-2.23814E-05
CDC26,-2.23826E-05
FKBP11,-2.23836E-05
ZNF35,-2.23853E-05
AL031985.3,-2.23855E-05
AC016266.1,-2.23889E-05
AL137071.1,-2.23941E-05
AC007009.1,-2.2395E-05
DPCR1,-2.24052E-05
AC093278.2,-2.24083E-05
NBEAL2,-2.2416E-05
AC020908.3,-2.24172E-05
LINC01257,-2.24184E-05
AC127002.1,-2.2427E-05
LINC02465:MS4A5,-2.24296E-05
AC011676.2,-2.24304E-05
EPHX3,-2.24313E-05
KCNK4-TEX40,-2.2435E-05
CCNA1,-2.24396E-05
C2orf70,-2.24491E-05
AC106871.1,-2.24548E-05
TRIM63,-2.2455E-05
AC004754.1,-2.2456E-05
AL512625.1:BX088651.4,-2.24608E-05
IDO2:MMP26,-2.2461E-05
LIN37,-2.2463E-05
RN7SL67P,-2.24687E-05
MMP2-AS1,-2.24755E-05
AC126755.2,-2.24812E-05
PHOSPHO2,-2.24842E-05
POLR1E,-2.24846E-05
ROPN1,-2.24897E-05
ZNF837,-2.24903E-05
AC117513.1,-2.24904E-05
WBSCR28,-2.24917E-05
TERT,-2.24918E-05
STBD1,-2.24946E-05
AC005808.1,-2.24951E-05
AC108025.2,-2.24993E-05
AC023855.1,-2.2506E-05
EGFL6,-2.25125E-05
AC027601.2,-2.25152E-05
AC243829.5,-2.25162E-05
LRRC40,-2.25174E-05
AC020978.3,-2.25203E-05
AC135457.1,-2.25203E-05
AC067852.2,-2.25289E-05
AC005597.1,-2.25358E-05
GGT6,-2.25459E-05
GAL3ST4,-2.25466E-05
SCEL-AS1,-2.2551E-05
FAM72A:FAM72B,-2.2553E-05
AC239804.1:LINC01719,-2.25606E-05
AC099811.4,-2.25707E-05
AL035696.3,-2.25774E-05
CXorf49:CXorf49B,-2.25821E-05
ZNF222,-2.25827E-05
PLEKHA8,-2.25844E-05
AL008718.2,-2.25903E-05
LINC01537,-2.25947E-05
TMPRSS7,-2.25963E-05
AC096677.2,-2.25968E-05
LINC02367,-2.26017E-05
GABRG3-AS1,-2.26077E-05
TMEM207,-2.26099E-05
AL354766.2,-2.26107E-05
AC121757.1,-2.26131E-05
TMX1,-2.26153E-05
SLC23A3,-2.2617E-05
AL139161.2,-2.2622E-05
BTK,-2.26239E-05
Z98752.1,-2.26263E-05
AL121601.1,-2.26283E-05
PAX7,-2.26329E-05
PANK2,-2.26358E-05
SPACA5,-2.2639E-05
AC136628.4,-2.26488E-05
LIMS1-AS1,-2.26501E-05
HRAT92,-2.26549E-05
AC023510.2,-2.26606E-05
AC092620.3,-2.26627E-05
AC122108.2,-2.26703E-05
AC105020.6,-2.2671E-05
GLB1L2,-2.26716E-05
HTR1A,-2.26848E-05
SACS-AS1,-2.26857E-05
SERTAD1,-2.26874E-05
OR13C9,-2.26886E-05
AL353803.2,-2.2689E-05
SERPINA11,-2.26901E-05
AC068491.2,-2.26972E-05
SPATA3,-2.26988E-05
TTC36,-2.27018E-05
DSG4,-2.27063E-05
LACTBL1,-2.2708E-05
LINC02042,-2.27111E-05
MMP26,-2.27119E-05
AC015813.5,-2.2712E-05
AC015922.4,-2.27134E-05
AL603756.1,-2.27171E-05
AC064805.2,-2.27222E-05
XAGE1A:XAGE1B,-2.27229E-05
RNU4-47P,-2.2723E-05
AC010536.1,-2.27285E-05
LINC01012,-2.27303E-05
CD70,-2.27323E-05
AC092718.5,-2.27338E-05
PCYT1A,-2.27411E-05
POC5,-2.27449E-05
CHAT,-2.27452E-05
LINC01231,-2.27458E-05
AL354726.1,-2.27476E-05
TRPV4,-2.27491E-05
AP000777.2,-2.27491E-05
AL162727.2,-2.27508E-05
AC010422.5,-2.27523E-05
AC079313.2,-2.27523E-05
PCDHB10,-2.2753E-05
AC010401.2,-2.27535E-05
SPANXA2-OT1,-2.27598E-05
IFNA13,-2.27601E-05
AL391832.2,-2.27602E-05
RSAD2,-2.27614E-05
AC004160.2,-2.27626E-05
CD86,-2.27686E-05
AC133065.5,-2.27719E-05
PSG1:PSG8,-2.27759E-05
VLDLR-AS1,-2.27794E-05
AC009779.5,-2.27805E-05
GPR62,-2.27848E-05
CYTIP,-2.27858E-05
AC073342.2,-2.2793E-05
L3MBTL2,-2.27955E-05
RNY3P8,-2.27973E-05
AC023796.1,-2.27995E-05
HIST1H3A,-2.28041E-05
CLRN1,-2.28087E-05
BX005019.1,-2.28116E-05
LINC02451,-2.28176E-05
IL13,-2.2818E-05
AL354821.1,-2.28213E-05
LINC01644,-2.28229E-05
POLG,-2.2825E-05
AC131009.2,-2.28254E-05
AC103770.1,-2.28256E-05
FAM102B,-2.28267E-05
AC022509.3,-2.28281E-05
AF131215.2,-2.28321E-05
PLA2G15,-2.2833E-05
MORN3,-2.28378E-05
TIGD1,-2.28391E-05
ST8SIA6-AS1,-2.2842E-05
LMOD2,-2.28432E-05
IFI30,-2.28448E-05
AL133346.1,-2.28463E-05
RN7SL419P,-2.28467E-05
LINC02400,-2.28479E-05
AC092134.1,-2.28504E-05
AC135050.1,-2.28513E-05
HM13,-2.28526E-05
DMRT2,-2.2859E-05
AC017083.3,-2.286E-05
AC026471.6,-2.28623E-05
AC087477.5,-2.28626E-05
AC080188.2,-2.2863E-05
AC005154.5,-2.28655E-05
ZBTB47,-2.28669E-05
AC097487.1,-2.28683E-05
AC131902.2,-2.28767E-05
LIN7C,-2.28795E-05
AC004551.1,-2.28807E-05
RAB43,-2.28811E-05
MRPL47,-2.28834E-05
AL021391.1,-2.28884E-05
HID1-AS1,-2.28906E-05
AC239803.3,-2.28908E-05
AL357153.1,-2.29005E-05
AOC3,-2.29147E-05
FOXP3,-2.29187E-05
AL078621.3,-2.29302E-05
GRM7-AS3,-2.29596E-05
AC007388.1,-2.2967E-05
XPNPEP2,-2.29696E-05
AC005052.1,-2.29718E-05
CD83,-2.29797E-05
AC078906.1,-2.29806E-05
LINC01702,-2.2983E-05
SLC35E4,-2.29868E-05
AC012615.2,-2.29882E-05
AC005301.1,-2.29919E-05
CTAG2,-2.29974E-05
AC012377.1,-2.30009E-05
TMEM44,-2.30013E-05
AC126768.1,-2.30052E-05
PRR29-AS1,-2.30176E-05
IQCF3,-2.30188E-05
AL935212.2,-2.30269E-05
AC008278.1,-2.30273E-05
CTDSPL2,-2.30279E-05
DDX52,-2.30367E-05
PLEKHA1,-2.30382E-05
LINC02436,-2.30387E-05
CLPSL1,-2.30399E-05
CACNG1,-2.30415E-05
CR769775.2,-2.30454E-05
CYSLTR2,-2.305E-05
CHRND,-2.30566E-05
AC068446.2,-2.3066E-05
AC093843.1,-2.30665E-05
SNORA70B,-2.30695E-05
RN7SKP273,-2.30706E-05
AC013402.1,-2.30713E-05
AC127496.2,-2.30753E-05
IFITM10,-2.30784E-05
FO704657.1,-2.30865E-05
AC022706.1,-2.30902E-05
AC010768.2,-2.30906E-05
FO681492.1,-2.30955E-05
AL391839.2,-2.30962E-05
AC087501.3,-2.3105E-05
AC105265.3,-2.31077E-05
TMEM212,-2.31158E-05
SRY,-2.31164E-05
AC072061.1,-2.31191E-05
LINC00311,-2.31222E-05
LRCOL1,-2.31294E-05
AC087392.1,-2.31324E-05
RPGRIP1,-2.31365E-05
AC254562.3,-2.31367E-05
AC023469.2,-2.31392E-05
AC104051.1,-2.31447E-05
AC104564.3,-2.31461E-05
CARD16,-2.31477E-05
AL033527.3,-2.31504E-05
NR2E3,-2.31633E-05
KNSTRN,-2.31724E-05
AL157702.2,-2.3182E-05
AL080317.1,-2.31825E-05
C9orf64,-2.31954E-05
AC090519.2,-2.31969E-05
AC215217.1,-2.32006E-05
DLL4,-2.32007E-05
AC239798.2:AC243772.2,-2.32034E-05
LINGO3,-2.32047E-05
TMEM225B,-2.32064E-05
KCNN4,-2.32065E-05
AL357060.1,-2.3208E-05
AC006157.1,-2.32115E-05
SPATA19,-2.32122E-05
ROPN1L-AS1,-2.32174E-05
LINC01749,-2.32295E-05
TP53TG3D,-2.32305E-05
IL10RB,-2.32332E-05
AC007272.1,-2.32463E-05
AC005479.3,-2.32482E-05
AC004771.5,-2.32496E-05
RN7SKP230,-2.32565E-05
LINC02351,-2.32572E-05
AC123768.2,-2.32575E-05
RN7SL823P,-2.32628E-05
AL162171.2,-2.3263E-05
AC011753.2,-2.32645E-05
CTRB2,-2.32648E-05
AD001527.2,-2.32682E-05
AL160400.1,-2.32749E-05
LINC01806:OBSCN,-2.32749E-05
FAM95B1,-2.32779E-05
AL022326.1,-2.32831E-05
RN7SL5P,-2.32899E-05
AL158063.1,-2.32967E-05
LINC00323,-2.32968E-05
AC246680.1,-2.33024E-05
AC138207.1,-2.33152E-05
C18orf65,-2.33252E-05
AC090617.10,-2.33267E-05
RNU6-337P,-2.33289E-05
PTGDR2,-2.33291E-05
SUSD5,-2.33332E-05
AC090983.1,-2.33337E-05
LINC02158,-2.33361E-05
MPP1,-2.33448E-05
AC006449.2,-2.33471E-05
MLPH,-2.33473E-05
LRRC15,-2.33475E-05
TRIM21,-2.33546E-05
AL391069.1,-2.33558E-05
AC026746.1,-2.33599E-05
AC026150.3,-2.33693E-05
CLDN1,-2.33836E-05
ZNF792,-2.33938E-05
AL161669.4,-2.34111E-05
G3BP1,-2.3412E-05
SNORD15B,-2.34193E-05
FGFBP3,-2.34276E-05
TPH2,-2.34326E-05
LCN8,-2.34328E-05
AL590491.4:BX005214.1,-2.34351E-05
AL356272.1,-2.34395E-05
Z84484.1,-2.34408E-05
AC108102.1,-2.34441E-05
AC012467.2,-2.34497E-05
BRS3,-2.34598E-05
AC005104.1,-2.34689E-05
GPAT2,-2.3469E-05
KLHL30-AS1,-2.34694E-05
BX322557.2,-2.34786E-05
AC018635.2,-2.34861E-05
AC013264.1,-2.34865E-05
TIAM1,-2.34887E-05
C20orf202,-2.34919E-05
RNA5SP268,-2.34969E-05
LYVE1,-2.34977E-05
AL021937.3,-2.35037E-05
KCTD5,-2.35052E-05
GDF7,-2.35067E-05
ODF2,-2.3513E-05
SPINT1-AS1,-2.35134E-05
GSTA2,-2.35135E-05
MGC27382:SRSF10,-2.35146E-05
AC021106.3,-2.35214E-05
AC084026.1,-2.35247E-05
DAZL,-2.35251E-05
AC079098.1,-2.35312E-05
AL583804.1,-2.35356E-05
LINC00607,-2.3536E-05
ARMCX6,-2.35374E-05
AC130469.2,-2.35389E-05
ARMC12,-2.35399E-05
AC096733.1,-2.35456E-05
SMIM21,-2.35514E-05
CRHR1,-2.35769E-05
INPP5F,-2.35795E-05
AC025257.1,-2.35927E-05
RN7SL810P,-2.35938E-05
SYT10,-2.35942E-05
AL353611.1,-2.35943E-05
ULBP2,-2.35944E-05
CLEC4F,-2.35987E-05
LINC01572,-2.3599E-05
PHYH,-2.36062E-05
AL157813.1,-2.36104E-05
LINC02261,-2.36119E-05
RBBP8,-2.3613E-05
AC126177.8,-2.36153E-05
B4GALNT3,-2.36157E-05
AC090774.4,-2.36193E-05
LRRC2-AS1,-2.36276E-05
RN7SL200P,-2.36283E-05
NXPH4,-2.36293E-05
SH2D4B,-2.36334E-05
NBPF11:NBPF15,-2.36338E-05
ERI1,-2.36343E-05
AC010207.1,-2.36364E-05
SNORA59A:SNORA59B,-2.36381E-05
SCARNA15,-2.36417E-05
ZNRF1,-2.3645E-05
AC009955.2,-2.36495E-05
AC096887.2,-2.36511E-05
AL445363.3:SNX6,-2.36528E-05
CRLS1,-2.36584E-05
KRTAP5-1,-2.36608E-05
LYPLA1,-2.36616E-05
AC015468.4,-2.3667E-05
SKA3,-2.36677E-05
AC090181.1,-2.36726E-05
LINC02332,-2.36804E-05
AC110285.3,-2.36815E-05
NMS,-2.36836E-05
AP002428.1,-2.36856E-05
MROH2A,-2.369E-05
SLC35D3,-2.37037E-05
RN7SKP21,-2.37051E-05
AC012360.1,-2.37059E-05
RNU2-10P,-2.3706E-05
MRPL30,-2.37082E-05
DDTL,-2.37129E-05
FATE1,-2.37132E-05
AC095031.1,-2.37187E-05
AP003717.1,-2.37212E-05
AC010424.2,-2.37279E-05
AC114956.1,-2.37329E-05
AP001619.2,-2.3733E-05
AF067845.1,-2.37365E-05
AC005387.2,-2.37451E-05
PABPC1:PABPC3,-2.37497E-05
LPO,-2.37539E-05
RUNX3,-2.37571E-05
LINC02160,-2.37621E-05
ARSH,-2.37623E-05
AC084824.5,-2.3768E-05
AL050404.1,-2.37682E-05
MRPL39,-2.37693E-05
AC099509.2,-2.37755E-05
ASMTL,-2.37784E-05
AC002525.1,-2.37788E-05
AC004264.2,-2.3779E-05
AC113404.1,-2.37799E-05
AC008534.1,-2.37821E-05
AC021087.3:AC026412.3,-2.37901E-05
RN7SL154P,-2.37969E-05
SNORA66,-2.3798E-05
