Gene,SNAP-a
AC016907.2,0.000219672
LIMD1,0.000219666
RBMS2,0.000219662
PREX1,0.000219469
RAB28,0.000219457
PAH,0.000219435
AASS,0.000219401
CELF1,0.000219328
CDC42BPA,0.000219272
ATXN7L1,0.000219128
LINC01310,0.000219077
TRDMT1,0.000219076
COX10,0.000219034
LINC01340,0.000218814
CYP46A1,0.000218799
MMP28,0.000218554
SCMH1,0.000218491
TULP4,0.000218089
NASP,0.00021803
GOLGA4,0.000217871
AC099805.1,0.000217859
PLEKHM3,0.000217685
C1orf185,0.000217669
NR2E1,0.000217552
CASC2,0.000217536
INPP4B,0.000217272
AL024498.2,0.000217159
CLDN10,0.000217056
UBR3,0.000216949
AKAP6,0.000216797
FAM66B:FAM66E,0.000216776
AC007376.2,0.000216695
TET2,0.000216617
KDM3B,0.000216556
CORO2B,0.000216497
MGAT5B,0.000216442
WNT7A,0.000216121
PTPRZ1,0.000215807
PVRL3-AS1,0.000215792
DTD1,0.000215656
ZNF148,0.000215407
LINC02355,0.000215387
CGNL1,0.000215318
ZNF678,0.000215248
KYAT3,0.000214968
AL691447.2:MFSD14C,0.000214895
PIGN,0.00021468
LINC01266,0.000214674
CATSPERE,0.000214564
RNFT2,0.00021454
SLC25A29,0.00021454
ATRN,0.000214453
LINC01091,0.000214415
MAPK1,0.000214344
AGBL1,0.000214338
MGME1,0.000214317
AL158152.2,0.000214037
ABHD17B,0.00021385
AC091946.1,0.000213844
ZC3H13,0.000213763
NECTIN3,0.000213609
ATXN1,0.000213427
MFF,0.000213198
ZNF254,0.000213167
TOP2B,0.000213089
EXOC6B,0.000212653
ACVR2A,0.00021244
AC022486.1:HSFY2,0.000212256
SCN11A,0.000212002
RGS5,0.000211936
AL390036.1,0.000211631
MKKS,0.000211569
CLHC1,0.000211388
KDM5D,0.000211124
D2HGDH,0.000211013
MAPKAP1,0.00021084
AC008629.1,0.000210648
COA1,0.000210622
GRIK2,0.000210617
PDZD2,0.000210466
MSH2,0.000210273
HOMER2,0.000210221
EXT2,0.000210188
GBE1,0.000210179
EXTL2,0.000210086
DACH1,0.00021005
AC015813.2,0.000209818
OLA1,0.0002098
CCDC84,0.00020954
CAMSAP2,0.000209497
KMT2A,0.00020947
LINS1,0.000209394
LPAR1,0.000209333
ZEB1-AS1,0.000209312
CCDC50,0.000209192
HNF4G,0.000209128
SLC22A6,0.00020907
CDKAL1,0.00020899
PLPP1,0.000208945
HERPUD2,0.000208907
RBP1,0.000208808
HUNK,0.000208683
COL25A1,0.000208632
LINC01037,0.000208623
LINC02284,0.000208618
AL159152.1,0.000208559
CBFA2T2,0.000208536
PSMD11,0.000208447
AC008074.1,0.000208327
MSANTD4,0.000207813
TBC1D1,0.000207574
TTLL4,0.000207413
SMG7,0.000207345
ZNF292,0.000207306
CDH26,0.000207186
SON,0.00020688
PWAR5,0.000206614
IPO9,0.000206543
SASH1,0.000206507
AC005332.9,0.000206429
FKBP9,0.000206367
DOPEY1,0.000206028
DSCAS,0.000205912
APPL2,0.000205898
MFAP3L,0.000205875
LINC00662,0.000205561
NRSN1,0.000205223
LETMD1,0.000204961
APCDD1L-AS1,0.000204792
SPIDR,0.000204297
RCOR3,0.000204296
DGKG,0.000204218
DCUN1D4,0.000203948
NUS1,0.000203761
CCDC125,0.000203708
CLK4,0.000203604
ELOVL6,0.000203516
PCYT1B,0.000203505
HOOK3,0.000203495
LDLRAD3,0.000203463
RAPGEF3,0.000203417
AL645568.1,0.00020334
KIFAP3,0.000203324
NNT,0.000203206
ACTR3B,0.000203068
KIAA1147,0.000202847
GALNT2,0.000202807
HEG1,0.000202567
STPG4,0.00020244
ST7,0.000202426
CCDC93,0.000202366
NRSN2-AS1,0.000202323
GLI2,0.000202268
ST3GAL4,0.000201814
MLYCD,0.000201736
CACNB4,0.000201482
FRK,0.000201197
ABCD3,0.000200894
UST,0.000200732
LRP6,0.000200712
GDF11,0.000200386
MOGAT1,0.000200145
ADORA2B,0.000200083
SRGAP1,0.000199868
KMT5B,0.000199862
AC097460.1,0.000199731
RNF170,0.000199627
UGT8,0.000199596
PREP,0.000199385
NDUFAF5,0.000199097
ZFY,0.000198669
STXBP4,0.000198559
AL117336.3,0.00019833
PPM1H,0.000198144
GTF2I,0.00019811
MTHFD2L,0.000197856
MFAP3,0.000197751
METAP1,0.000196933
VPS41,0.000196856
AC009093.2,0.000196854
NBAS,0.000196828
SWAP70,0.00019656
LINC00298,0.000196514
FER,0.000196353
LINC01099,0.000196328
DZIP1,0.000196312
AGO3,0.00019622
MAEL,0.000196184
SH3RF3,0.000195989
RSF1,0.000195504
ZNF609,0.000195448
ZMYND11,0.000195399
F8,0.000195272
FAM19A2,0.0001952
CHST10,0.000195196
RB1CC1,0.000195045
AC245060.5,0.000194913
AP000446.1,0.000194625
GPBP1L1,0.000194407
ABL2,0.000194107
KIAA0319L,0.000194073
AC093151.3,0.000193976
FAM219A,0.000193878
AC064807.1,0.000193626
RNF130,0.000193526
LARP1,0.000193418
LINC02024,0.000193408
RREB1,0.000193168
RPS6KA2,0.000192795
TSPOAP1,0.000192692
ANKS1A,0.000192439
PTBP2,0.00019214
STOX1,0.000192067
CLEC4A,0.000192013
AC026398.1,0.000191835
ZNF720,0.000191585
AP000473.1,0.000191397
PHF14,0.000191315
KLHL7,0.000191084
GPATCH2L,0.000191065
AC078785.1,0.000190707
LDHB,0.0001907
SLC12A8,0.000190411
SLC25A12,0.000190392
STX16-NPEPL1,0.000190252
SESN3,0.000190169
PCNX2,0.000190042
FGF1,0.000189984
BMPR1B,0.000189733
KIAA1755,0.000189699
DNAJC10,0.000189686
LYPLAL1,0.000189641
AC008575.1,0.00018934
HRH1,0.000189212
AC005225.2,0.000189104
AC091976.1,0.000188989
MYH15,0.000188962
PPIP5K2,0.000188867
EFNB2,0.000188659
NPFFR1,0.00018859
PCCA,0.000188494
TEF,0.000188446
EPC2,0.000188408
LINC00944,0.000188355
TPP2,0.000188261
EXTL3,0.000188182
CFAP70,0.000188045
DHRSX,0.00018796
AL357054.2,0.000187617
SNX30,0.000187577
SLC25A36,0.000187575
ADCK1,0.000187537
PCCB,0.000187225
AC090568.2,0.000187073
TCAIM,0.000186999
PHF20L1,0.000186928
AC024023.1,0.000186901
USP31,0.000186828
DNM1L,0.000186796
LPP,0.000186687
NEBL,0.00018656
KLHL2,0.000186499
CHIC2,0.000186432
CENPP,0.000186358
AC079447.1,0.000186121
LINC01036,0.000186117
COL4A3BP,0.000185976
NME7,0.000185732
NMD3,0.000185718
LCLAT1,0.000185545
AL359075.2,0.000185526
AL121872.1:LINC00278,0.000185326
ACADSB,0.000185311
ANXA4,0.00018521
MTCH2,0.000184976
TTC12,0.000184949
ANKAR,0.000184792
PHKB,0.000184789
SH2B1,0.000184698
ABCB9,0.000184626
PLGRKT,0.00018451
SYT17,0.000184434
AC087379.1,0.000184374
ARAP2,0.00018428
GOLGA8B,0.000184183
SSH2,0.000184174
STAG1,0.000184155
ASXL2,0.000184072
BRWD3,0.000184053
AC093865.1,0.000184006
AC097515.1,0.000183916
TMEM164,0.0001839
KDM4C,0.0001839
GLCCI1,0.000183792
FAM66D,0.000183739
LINC00106,0.000183486
UGGT2,0.000183186
HECTD4,0.000183105
AC006487.1,0.000182994
AP003108.2,0.000182824
CCDC92,0.000182773
MOXD1,0.000182769
PLPPR1,0.000182515
PARP11,0.000182461
STARD4,0.000182331
MED27,0.000182059
LIMS1,0.000182033
SLC44A1,0.000181818
MIR181A2HG,0.000181808
LINC02028,0.000181751
SLC14A2,0.000181748
AC011416.4,0.000181211
SLMAP,0.000181119
TGFBR1,0.000181097
AC000058.1,0.000181057
SIL1,0.000181054
TOGARAM1,0.000180985
AC098679.1,0.000180911
VPS45,0.000180828
LHPP,0.000180646
ARHGEF11,0.000180237
TBCK,0.000180107
ARID1B,0.000180044
FAM118B,0.000179887
AC025171.1,0.000179801
CCDC136,0.000179696
SCUBE1,0.000179556
AL392086.1,0.000179458
AC015813.1,0.000179345
SH2B2,0.000179106
KLF3-AS1,0.000178793
LINC01550,0.000178748
AC011516.1,0.000178704
POGZ,0.000178377
ZNF337-AS1,0.000178332
VSIG10,0.000178213
UQCC1,0.000177961
CXorf23,0.000177918
TTLL11,0.000177906
HKDC1,0.000177632
TRPC1,0.000177564
GDPD1,0.000177379
ATXN3,0.000177286
CHRNA4,0.000177252
ABL1,0.000177026
PXDNL,0.000176924
AL357507.1,0.000176908
DNAJC27-AS1,0.000176797
LINC00839,0.00017676
NTPCR,0.000176705
DOCK3,0.00017652
MSRA,0.000176243
TRPV3,0.00017602
LINC02006,0.00017595
NAPEPLD,0.000175931
ORC2,0.000175907
GRAMD4,0.000175794
USP46,0.000175351
NOVA1-AS1,0.000175322
BACH1,0.000175315
AMN1,0.000175172
FGD4,0.000175079
NT5C3A,0.000175042
KCTD16,0.000174992
KLHL24,0.00017497
UVRAG,0.000174962
ETFA,0.000174907
CREB3L2,0.000174705
MITF,0.000174458
DSCR3,0.000174429
PHF12,0.000174411
ST3GAL1,0.000174253
USP40,0.000174114
AC092647.5,0.000173995
MIR4713HG,0.000173881
RIC1,0.000173557
CCNJL,0.000173506
ST5,0.00017342
AL158064.1,0.000173265
SNHG22,0.00017321
MARVELD1,0.000172959
LINC01739,0.000172928
C20orf196,0.000172708
NADK2,0.000172633
LPXN,0.000172619
NCOR2,0.000172591
OSTM1,0.000172554
FLJ27354,0.000172412
PRR5,0.000172344
LARS2,0.000172225
AC064875.1,0.000171994
IFT27,0.000171933
TSPAN5,0.000171892
AL355922.5,0.000171872
AC095060.1,0.000171743
NCS1,0.000171585
AL132780.1,0.000171516
MGAM,0.000171148
MTSS1,0.000171093
TTYH3,0.000171077
SFSWAP,0.000171041
EAF2,0.000170955
ATRX,0.000170952
LINC00504,0.000170702
KLRD1,0.000170604
MIR325HG,0.000170487
PDSS2,0.000170373
LINC00271,0.000170357
LPIN1,0.000170039
TTC23L,0.000169753
TBC1D22B,0.000169691
NTRK3,0.000169671
LARP1B,0.000169433
LPIN2,0.000169317
RPTOR,0.00016916
PTPN14,0.000169156
FAM120C,0.000169143
SLC11A2,0.000169116
PHTF2,0.000169065
ELAVL3,0.000168683
AL121760.1,0.000168675
PLA2R1,0.000168479
P2RY1,0.000168392
PON2,0.000168354
JAM2,0.000168286
TNK2,0.00016823
AC009126.1,0.000168175
MAPK9,0.00016785
LYPD6B,0.000167838
ZFYVE9,0.000167829
CDH4,0.000167802
TBCEL,0.000167764
BCAR3,0.000167676
SGO2,0.000167498
TRAF3IP2-AS1,0.000167404
DTX4,0.000167127
MFN1,0.000167068
SNX18,0.000166993
TBC1D12,0.000166845
JAK2,0.000166805
POLR2F,0.000166796
ACCS,0.000166795
IPO8,0.000166772
MASP1,0.000166715
DYRK1A,0.000166512
PKIB,0.000166279
SAP130,0.000166236
AC104806.2,0.000166232
SATB2,0.000166114
ZNF713,0.000165889
LPGAT1,0.000165848
FANCM,0.000165811
FAM182B,0.000165731
PTAR1,0.000165699
AC007966.1,0.000165572
ZNF577,0.000165413
KATNAL2,0.000165351
AL109615.3,0.000165304
AP003181.1,0.000165218
MIPEP,0.000165094
AC011509.2,0.000164942
AC007741.1,0.000164885
C5orf42,0.000164474
AC010636.2,0.000164348
NDUFA9,0.000164331
AL356118.1,0.000164174
TBC1D2B,0.000164029
FMO2,0.000163981
RPS4Y1,0.000163943
MICU2,0.000163906
OXR1,0.000163879
VAV3-AS1,0.000163771
UTRN,0.000163668
ABLIM2,0.000163598
TMEM170B,0.000163461
MYSM1,0.00016341
ZCCHC11,0.000163092
MTMR3,0.00016303
TEX15,0.000162976
CDH2,0.000162875
AC107032.2,0.000162868
AP002884.3,0.00016281
LINC01314,0.000162797
PRDM6,0.000162786
IDI2-AS1,0.000162645
IQCH-AS1,0.000162534
CDCA7L,0.000162165
DNMT3A,0.000162145
UBTD1,0.000162123
ZNF667,0.000162114
LYRM4,0.000161978
ATP1A2,0.000161931
RNGTT,0.000161599
ANAPC10,0.000161588
C5,0.000161293
UBR4,0.000161168
RBM33,0.00016099
HRASLS,0.000160981
UBE3C,0.000160979
RBM41,0.000160971
XPR1,0.000160956
AC018730.2,0.000160917
AC040934.1,0.000160606
ZZEF1,0.000160542
COMMD1,0.000160519
CHST1,0.00016043
OR8S1,0.00016041
SETD2,0.000160325
TTC13,0.000160238
LMBR1,0.000160146
ZNF26,0.000159954
ZNF586,0.000159951
TSEN2,0.000159715
ZXDC,0.000159563
MYH10,0.000159557
ZBTB7C,0.000159372
AC114956.3,0.000159012
SLC25A13,0.000158879
AC092378.1,0.000158799
FP236383.1:FP671120.1,0.000158766
C1orf228,0.000158723
PPM1A,0.000158664
SMIM17,0.00015861
IMPA2,0.000158471
SOX9-AS1,0.000158332
COG6,0.000158301
STX6,0.000158221
LEKR1,0.000158131
VAPB,0.000158049
AC005154.1,0.000158008
LINC01497,0.000157804
BTBD3,0.000157799
KDM2B,0.000157624
DOPEY2,0.000157505
RBM45,0.000157411
AC105411.1,0.000157395
TRIB2,0.000157335
RAB30-AS1,0.000157165
CEP83,0.000157087
CASD1,0.000157072
LMF1,0.000156984
LINC00381,0.000156924
PIK3C3,0.000156888
GSAP,0.000156737
LINC01473,0.000156567
ACTR3B:ACTR3C,0.000156435
MICALL2,0.000156355
BBOX1,0.000156285
FBLN1,0.000156261
KAT14,0.000156234
AL450332.1,0.000156112
CUL4B,0.000156105
AC105052.3:POLR2J3,0.000156095
ZMYM4,0.000155963
MDN1,0.000155952
ARL6,0.000155934
ATG5,0.000155905
AC018541.1,0.000155864
GPI,0.0001557
SH3BP2,0.000155586
TTC14,0.000155374
TUBGCP5,0.000155304
MTSS1L,0.000155286
KANTR,0.000155258
XKR6,0.000155256
TNKS,0.000155195
KIAA1671,0.000155172
TTC28,0.000155098
CYP3A43,0.000155005
FAM156A,0.000154904
ZNF496,0.000154886
BTRC,0.000154617
CAT,0.000154531
RARB,0.000154345
UCK2,0.000154267
ARSJ,0.000154265
AC068643.1,0.000154159
ADAM10,0.000154027
AGPS,0.000153996
BTBD9,0.000153885
IMPG2,0.000153855
SERTAD2,0.000153834
ATP1A1-AS1,0.000153816
AL162456.1,0.000153687
HMG20A,0.000153596
HHIP-AS1,0.000153586
ALDH8A1,0.000153567
FER1L5,0.000153566
ATAD2B,0.000153564
NDUFA6-AS1,0.000153485
WDPCP,0.000153398
CARNMT1,0.000153339
UBE3A,0.00015322
CSDE1,0.000153201
LINC01114,0.000153109
AC007277.1,0.000153074
LRRC8C,0.000153024
ZNF195,0.000152977
LRIG2,0.00015294
ABTB2,0.00015285
AC087855.2,0.000152335
CERS4,0.000152302
NDUFS4,0.00015227
MCCC1,0.000152181
ZNF14,0.000152076
SLAIN2,0.000151994
AC004540.1,0.000151947
SLC35E3,0.000151919
PRUNE2,0.000151821
AC018616.1,0.000151786
ARHGAP44,0.000151735
AL392023.2,0.000151722
LINC01239,0.000151649
C12orf42,0.000151475
LUZP2,0.0001512
PUS10,0.00015111
FYCO1,0.000150938
SIRT5,0.000150929
EPB41L4A,0.000150838
KIAA1551,0.0001505
LINC00529,0.000150473
ZNF318,0.000150312
LINC01185,0.00015019
AC093797.1,0.000150173
DEPDC5,0.000150043
PAG1,0.000149903
STT3B,0.000149822
LINC01170,0.000149806
EML5,0.000149763
LINC00959,0.000149756
AC005899.7,0.000149537
SALL2,0.000149512
COPG2,0.000149493
NBPF11:NBPF12,0.000149298
ABCA1,0.000149288
AC010319.2,0.000149281
AL359922.3,0.000149136
TMEM220,0.000149015
ACSL4,0.00014901
UBE2K,0.000149001
HHAT,0.00014886
NOTCH1,0.00014881
VAV2,0.000148715
PHF7,0.000148689
AF165147.1,0.000148659
PSPC1,0.000148628
DCT,0.000148545
TARID,0.000148533
AC009690.1,0.000148525
TMEM38A,0.000148521
ASMTL-AS1,0.00014837
TMEM260,0.00014836
KANSL3,0.000148276
MRPS25,0.000148188
TRIP11,0.000148188
LINC00158,0.000148156
ZDHHC21,0.000148059
RMDN2,0.000147806
SERPINE2,0.000147704
ABCB11,0.000147659
TIA1,0.000147627
PRH1,0.000147591
NALCN,0.000147289
PACRGL,0.000147283
TGFBR3,0.000147148
AGO1,0.000147124
NRXN2,0.000147095
AC090204.1,0.000147031
GLMN,0.000147023
AC110751.1,0.00014698
NME5,0.000146966
CHIC1,0.000146943
RFX3,0.00014692
SYT12,0.000146879
ATR,0.000146804
CHMP4B,0.000146673
ING3,0.000146403
AHCYL2,0.000146366
PFKFB1,0.000146319
UBE2N,0.00014625
PTPRN2,0.000146068
KIF26B,0.000146019
LINC01111,0.000145971
ZNF518A,0.00014596
USP32,0.000145939
CHL1,0.000145899
FGF14,0.00014574
LINC01563,0.000145705
PON3,0.0001456
FRMD5,0.00014534
LMBRD2,0.000145276
FOCAD,0.000145213
SIPA1L1,0.00014503
FKBP3,0.000144838
AL596220.1,0.000144702
USP15,0.000144556
EHD4,0.000144551
ATG2B,0.000144523
TIAM2,0.00014448
SPATA5,0.000144471
CNST,0.000144439
AC084337.2,0.000144418
WBP1L,0.000144344
AL049875.1,0.0001443
RAB40A,0.000144284
HTRA1,0.000144274
ENOX2,0.000144224
GRAMD1C,0.00014404
TMTC4,0.000143985
SPEF2,0.000143978
AP003063.1,0.00014394
EHBP1,0.000143813
NDRG3,0.000143723
LINC02389,0.000143545
SCAF4,0.000143532
CDC73,0.000143504
ITFG2,0.000143495
AL391684.1,0.000143493
MPP2,0.00014346
ELMO2,0.000143324
HUWE1,0.00014332
SLC30A9,0.000143039
F11,0.000142959
ERMAP,0.00014273
NDP,0.000142546
HSD17B14,0.000142475
AP000473.2,0.000142373
SOX5,0.000142341
SNORD3A:SNORD3C,0.000142338
ADAMTS10,0.000142089
WDR48,0.000142029
MAP3K5,0.00014202
KIF9-AS1,0.000141978
MAP2K5,0.000141921
PPM1B,0.000141752
GALK2,0.000141719
ZNF75A,0.000141696
STS,0.000141569
AL157392.3,0.000141498
AC092279.2,0.000141337
SLC23A2,0.000141286
AP002360.1,0.000141218
AL513217.1,0.000141185
PANK1,0.000141107
VKORC1L1,0.000141092
AL139158.2,0.000141049
LRCH1,0.000141016
INPP1,0.000140961
SMAP1,0.000140945
BRAF,0.000140937
AMBRA1,0.000140821
LINC02406,0.000140802
AC091901.1,0.000140769
BCL7C,0.000140707
ADSS,0.000140706
ZNF605,0.000140658
THAP6,0.000140627
C4orf36,0.000140272
TNFAIP8L3,0.000140222
KANSL1,0.000140058
C1orf146,0.000139941
CTNNBIP1,0.000139894
MFSD14C,0.000139786
SUPT3H,0.000139739
BCAP29,0.000139556
ASH2L,0.000139491
MCPH1,0.000139449
NCK2,0.000139337
FAM120B,0.000139337
LYPD6,0.000139319
AC099754.1,0.000139219
AP003049.2,0.000139132
SLC29A4,0.000139079
GOLGA1,0.000139033
C19orf18,0.000138944
NUP214,0.000138928
AC015983.2,0.000138922
MAPK14,0.00013891
AC019270.1,0.000138895
IRF2,0.000138829
ASH1L,0.000138657
C6orf163,0.000138605
NFRKB,0.000138602
SH3BGRL,0.000138392
BX664727.3,0.000138366
SNORD13,0.000138363
TUBGCP3,0.000138161
GPR19,0.000137985
TTC21B,0.000137979
DHTKD1,0.000137958
AL157396.1,0.000137931
AC090740.1,0.000137884
EPAS1,0.000137841
ENPP3,0.000137835
SERPINI1,0.000137732
AC079760.2,0.00013753
LMTK3,0.000137416
THBS4,0.000137378
RNLS,0.00013733
AP4S1,0.000137082
GPR143,0.000136975
PHF21A,0.000136906
TMCC1,0.00013676
CPEB2-AS1,0.000136712
KIAA1161,0.000136711
BORCS5,0.000136711
ANGEL1,0.00013655
EML1,0.000136485
SREBF1,0.000136449
BRCC3,0.000136414
UBN2,0.000136338
AL031686.1,0.000136337
PHEX-AS1,0.000136166
AP002768.1,0.000136111
TRIM24,0.000136011
MINDY3,0.000135803
CYTH1,0.000135798
LRRC66,0.000135765
CBL,0.0001357
STX8,0.000135696
SLC35B3,0.000135684
PBLD,0.000135516
LINC02144,0.000135452
GLDC,0.000135392
GPR75-ASB3,0.000135227
ACACB,0.000135155
ZNF180,0.000135035
EXOC6,0.000134899
CGRRF1,0.000134816
GATAD2B,0.000134791
MED13,0.000134734
ZNF793,0.000134551
DLG1,0.000134518
GK5,0.000134455
TRRAP,0.00013435
REV1,0.000134305
SRSF4,0.00013428
NFIX,0.000134214
DDO,0.000134189
RNF121,0.000134138
SOS2,0.000134063
ALOX12-AS1,0.00013406
AC027020.2,0.000133893
KIF24,0.000133853
EPHB2,0.000133822
KCND2,0.000133816
DUSP6,0.000133771
GABPB2,0.00013375
MGAT4A,0.00013375
WDR27,0.000133707
AL449403.2,0.000133393
TBC1D31,0.000133325
PLCH1,0.00013328
GDAP2,0.00013327
OGDH,0.00013312
AL356489.2,0.000133078
FARP2,0.000133025
FAM135B,0.000133008
AC087525.1,0.000132993
PKNOX2,0.000132952
SUCLG1,0.000132902
PIGL,0.000132897
AP003066.1,0.000132893
TESK2,0.000132602
ZNF25,0.000132565
FBXW11,0.000132562
WDR70,0.000132549
ACAD10,0.000132498
AL359740.1,0.00013241
DIDO1,0.000132397
PDZD8,0.000132389
TCF12,0.000132353
FBXL4,0.000132346
DIS3L2,0.000132333
MFSD14B:MFSD14C,0.000132316
AVL9,0.000132238
EEA1,0.000132212
MSI1,0.000132175
AL121894.2,0.000132154
NRIP1,0.000132083
AC009264.1,0.000131991
AC104109.4,0.000131931
ZNRF3-IT1,0.000131864
RNF112,0.000131778
TPT1-AS1,0.000131776
ST3GAL2,0.000131617
CHD4,0.000131578
AC090559.1,0.000131533
ECHDC1,0.000131523
USP28,0.000131415
FAM20B,0.000131403
TXNRD3,0.000131337
LMTK2,0.000131231
SLC41A2,0.000131135
ROPN1B,0.000131034
TRIM37,0.00013099
PPP1R26-AS1,0.000130953
ARID1A,0.000130793
ERICH6-AS1,0.000130777
DAP,0.000130581
ANKH,0.000130461
NTNG1,0.000130017
TSSK3,0.00013001
ATP5S,0.000130005
PANK3,0.000129813
AC048380.2,0.000129795
HECTD1,0.000129772
ZNF207,0.000129769
ZNF780B,0.000129677
AL024509.3,0.000129518
ABHD18,0.000129508
AC004076.1,0.000129439
LINC01717,0.000129431
AL137782.1,0.000129355
APMAP,0.0001293
AC092042.3,0.000129297
IL17RD,0.000129284
AL357054.3,0.000129114
SNX19,0.000129059
AKAP12,0.000129057
TMX3,0.00012904
FLRT2,0.00012902
FAM149A,0.000128977
AC009166.2,0.000128909
FAM227B,0.000128823
LTN1,0.000128755
ZRANB2-AS2,0.000128683
PRPF38B,0.000128617
ABHD17C,0.000128584
ZFYVE16,0.000128468
TP53BP1,0.000128427
RNF13,0.000128218
PPP6R2,0.000128186
NUP210,0.000128154
AL109811.4,0.000127858
TIMM23B,0.000127763
MTA3,0.00012775
ELP3,0.000127688
LRP12,0.000127594
RSPO4,0.000127447
WARS2,0.000127434
LINC02196,0.000127422
BRWD1,0.000127374
STK17A,0.000127369
FZD3,0.000127173
STARD7-AS1,0.000127169
AC009119.2,0.000127127
CNTN6,0.000127102
TYW1:TYW1B,0.000127085
RPS6KA5,0.000126995
LINC00992,0.00012699
LRFN5,0.00012696
SCAI,0.000126956
ITPK1,0.00012691
PIP5K1A,0.000126873
LINC02112:ULK4,0.00012684
MARF1,0.000126801
IPMK,0.000126798
VPS13B,0.000126765
AC015883.1,0.000126552
GLRX3,0.000126449
PON1,0.00012625
SEC23IP,0.000126234
ATP7A,0.000126146
AC127024.2,0.000125878
WDR20,0.00012586
AC008124.1,0.00012585
TAPT1,0.000125812
GPC5-IT1,0.000125761
TTC39B,0.000125628
NAMA,0.000125466
SPRYD4,0.000125407
SEC63,0.000125402
TNS1,0.000125341
TMEM56-RWDD3,0.000125199
KDM1A,0.000125169
LINC01422,0.000125032
AIFM1,0.000124936
DAPK1,0.000124902
SUCO,0.000124808
ACAP2,0.000124754
SLC39A9,0.000124747
ALKBH3,0.000124732
AC003102.1,0.000124668
SOX21-AS1,0.000124661
Z83843.1,0.000124634
LINC00856,0.000124627
BCL2L2-PABPN1,0.00012457
YIPF7,0.000124537
C2CD6,0.000124522
SZT2,0.000124467
WNT5B,0.00012444
FIG4,0.000124413
FTCDNL1,0.000124412
LINC01238,0.000124349
TNFRSF10C,0.000124306
AL355390.2,0.00012417
AC027097.2,0.000124123
AL117339.5:PLD5,0.000124011
MTAP,0.000124009
AC239799.1:NBPF14,0.000123838
L2HGDH,0.000123616
CARF,0.000123525
NUPL2,0.000123442
RNF2,0.000123442
AF254983.1:KMT2C,0.000123391
CHCHD6,0.000123334
AC010967.1,0.000123278
AL353743.2,0.000123239
EFS,0.000123087
HESX1,0.000123069
AC107983.2,0.000122985
DTNB,0.000122947
NPIPB5:SMG1,0.00012274
NCOA2,0.000122638
GIT2,0.000122599
CPOX,0.00012255
CD99L2,0.000122508
AL354863.1,0.000122485
AC127024.8,0.000122429
RPE,0.000122405
TRIT1,0.000122354
CEP295,0.000122266
GTF2H1,0.000122177
AC073389.2,0.000122176
AUH,0.00012215
FBXO38,0.000122101
AC007325.2:PRODH,0.000122019
DBP,0.000121979
CHD8,0.00012194
ZNF326,0.000121939
AC006262.1,0.00012185
AC068875.1,0.000121745
ACVR1C,0.00012168
ACSL3,0.000121618
CCDC34,0.000121581
EFHB,0.0001215
SLAIN1,0.000121389
DDX25,0.000121376
AL158055.1,0.000121339
ASRGL1,0.000121286
ZNF555,0.000121196
ATMIN,0.000121193
POLD3,0.000121186
GUF1,0.000121163
ABR,0.000121091
AC068658.1,0.000121078
NDUFA10,0.00012091
DUSP10,0.000120874
EZR,0.000120793
LGR6,0.000120767
AP002495.2,0.000120737
AL117350.1,0.000120678
CUL2,0.00012057
ACOT9,0.000120552
FBXW2,0.000120494
RNF146,0.000120408
SP4,0.000120381
RNASEH2B,0.000120167
SDK1,0.000120057
AF250324.1,0.000120027
ZNF621,0.000120008
SRD5A3,0.000119952
STXBP5,0.000119914
SCART1,0.000119913
RECK,0.000119882
AL512590.3,0.000119874
AL356599.1,0.000119867
ZNF585A,0.000119863
AC239809.3:AC245407.1,0.000119858
POMT2,0.000119673
DBT,0.000119545
SPTLC2,0.000119485
HIVEP1,0.00011946
AL049749.1,0.000119398
FBXO27,0.000119317
AL133330.2,0.000119303
SLC19A1,0.000119251
LINC02207,0.000119113
LRRC75A,0.000119092
SH3BGRL2,0.000119002
LINC00571,0.000118833
UPF3A,0.00011873
AL117339.4,0.000118722
BEND6,0.000118666
PXK,0.000118662
CMC1,0.000118627
MSANTD2,0.00011862
ARHGEF6,0.000118354
UBAP2,0.000118253
WWP2,0.000118109
POLR3B,0.000118088
LIG4,0.000118051
TMEM51-AS1,0.000118037
ZKSCAN8,0.000117977
USP8,0.000117958
PICALM,0.000117908
WAC-AS1,0.00011782
NFKB1,0.000117812
AC244131.2,0.000117647
SNHG5,0.000117452
EEFSEC,0.000117353
NBPF3,0.000117351
SCAMP1,0.000117321
CHSY1,0.000117272
HIBADH,0.000117214
FAM168A,0.000117208
LINC00437,0.000117198
MPHOSPH9,0.000117062
ZNF638,0.000116994
TPMT,0.000116958
AC127024.5,0.00011687
MSL2,0.000116828
DHX57,0.00011663
ZNF467,0.00011658
EXOC2,0.000116506
C8orf89,0.00011638
BABAM2,0.000116233
AKAP8L,0.00011621
OXCT1,0.000116091
SPATS2,0.000116055
AC009313.1,0.000115983
TMEM72-AS1,0.000115958
SBNO1,0.000115932
ESCO1,0.000115903
RILPL1,0.000115831
IMPAD1,0.000115817
AC008758.5,0.000115807
AL096817.1,0.000115796
LONRF2,0.000115788
AKAP11,0.000115687
TFCP2,0.000115586
CSNK1G3,0.000115519
AC108062.1,0.00011542
METTL8,0.000115375
AC051619.4,0.00011526
FAM19A5,0.000115186
PUDP,0.000115181
